Scenarios,CIP-sens,CIP-spec,TET-sens,TET-spec,rapid test coverage,transmission factor,ID,Seed,Run time,Rate of gonorrhea cases (average incidence after epidemic warm-up),Time-averaged proportion of cases CIP-S (average incidence after epidemic warm-up),Time-averaged proportion of cases TET-S (average incidence after epidemic warm-up),Time-averaged proportion of cases CRO-S (average incidence after epidemic warm-up),Time-averaged proportion of cases CIP/TET-NS (average incidence after epidemic warm-up),"Time-averaged proportion of cases treated successfully with CIP, TET, or CRO (average incidence after epidemic warm-up)",Time-averaged proportion of cases treated successfully with CIP (average incidence after epidemic warm-up),Time-averaged proportion of cases treated successfully with TET (average incidence after epidemic warm-up),Time-averaged proportion of cases treated successfully with CRO (average incidence after epidemic warm-up),Duration of 1st line therapy with CRO (after epidemic warm-up),Duration of 1st line therapy with Drug M (after epidemic warm-up)
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,10,1393278237,3.9510016441345215,0.06851401088381491,0.7108816861108339,0.2179399730960111,0.9589499530561355,0.7656015672690992,0.43607415183041637,0.0,0.0,0.43607415183041637,10.0,14.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,11,593586397,3.947099447250366,0.07369651972958989,0.7506077186137784,0.1453588102464472,0.9470765997738542,0.8176091273869212,0.4744326905930676,0.0,0.0,0.4744326905930676,11.0,13.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,12,1133977759,4.421999931335449,0.07109447577578613,0.6581133866899813,0.18997387175573216,0.9551969909577984,0.794528256827634,0.5149089409203242,0.0,0.0,0.5149089409203242,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,13,1960497424,4.96999979019165,0.07268336127398584,0.6655121110644215,0.21782652112256407,0.9649834883733408,0.7666668698916673,0.5148724578864462,0.0,0.0,0.5148724578864462,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,14,609630810,4.318000316619873,0.0506667069544437,0.6007060299820329,0.1254955892283627,0.9513829269320461,0.854368944288143,0.5139368621255719,0.0,0.0,0.5139368621255719,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,15,284694112,4.72109842300415,0.07332042038137059,0.7598121644331712,0.2463688873009802,0.9610512975345874,0.7451299208616718,0.476108520994607,0.0,0.0,0.476108520994607,11.0,13.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,16,1485092390,4.836000442504883,0.06710487296472993,0.6302584891526667,0.16178427904227646,0.9612523843352274,0.8257568073302946,0.5154599961613647,0.0,0.0,0.5154599961613647,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,17,964264879,4.321000337600708,0.06679742928011319,0.6088959870320534,0.14669699902734729,0.9510421748206366,0.8405732725601973,0.5529183325194562,0.0,0.0,0.5529183325194562,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,18,2071076345,4.6610002517700195,0.06505838867956631,0.5632628136181845,0.11953264808297785,0.95756662346164,0.8749562333334769,0.5563534248567188,0.0,0.0,0.5563534248567188,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,19,1274968857,5.012097358703613,0.05838295516301514,0.8451402216276029,0.1475684851302537,0.964495956222033,0.8236103637585696,0.5168752974462205,0.0,0.0,0.5168752974462205,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,20,822550227,4.749999284744263,0.05276862146085355,0.6920142567161232,0.12349422610488364,0.9681416531076014,0.8633832235245716,0.5558511108230987,0.0,0.0,0.5558511108230987,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,21,829848767,4.135999917984009,0.05892929549088048,0.6075080647738901,0.1386283645342818,0.9361736417833905,0.8209508970353327,0.43500290320177504,0.0,0.0,0.43500290320177504,10.0,14.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,22,1206534333,5.196998596191406,0.05279752414352866,0.6796056716724429,0.1039876535352728,0.9606263155398725,0.8653075094302064,0.5944907628235034,0.0,0.0,0.5944907628235034,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,23,391541795,4.108098030090332,0.07426409804261108,0.6462933659980382,0.2258564692801655,0.9484953356022683,0.7497093674731932,0.3561415607982765,0.0,0.0,0.3561415607982765,8.0,16.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,24,745022002,4.685997486114502,0.07177978184673903,0.8404627335480019,0.23462328996322096,0.9432276256432897,0.7506893126069969,0.4755863712304064,0.0,0.0,0.4755863712304064,11.0,13.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,25,1949339909,4.793001174926758,0.049699768651037514,0.7343266818451311,0.17877737798150842,0.951521413147771,0.8028783154673382,0.5541325072578358,0.0,0.0,0.5541325072578358,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,26,525868732,4.185000658035278,0.0771498139783905,0.7916118090541121,0.173568108776948,0.9569440046559121,0.8031874982658229,0.5939158835105594,0.0,0.0,0.5939158835105594,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,27,2102773806,4.530097246170044,0.07545187560458644,0.7464857992536483,0.13493071349549995,0.9557453676223137,0.8435868819023608,0.5147935186799141,0.0,0.0,0.5147935186799141,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,28,66118438,4.097997426986694,0.06307580702802286,0.8056334228321488,0.14782772665135352,0.9575181756739211,0.8305020492958053,0.5562710034504623,0.0,0.0,0.5562710034504623,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,29,1111406759,3.9980015754699707,0.07027024895974804,0.5941904723545687,0.156430962508236,0.9549485024810612,0.8079572230700964,0.55590740119398,0.0,0.0,0.55590740119398,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,30,1568317111,4.007002353668213,0.07662307709048148,0.6224742043806999,0.14114213719553897,0.9507400683297494,0.844281064553482,0.4745917282614189,0.0,0.0,0.4745917282614189,11.0,13.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,31,1805557375,4.043098449707031,0.08076197423776516,0.8091497018854068,0.1457385558439452,0.9532407490898801,0.8282636167056454,0.47509888861231586,0.0,0.0,0.47509888861231586,11.0,13.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,32,82744573,4.580000400543213,0.07418620327089988,0.7034100500317021,0.17149526243280977,0.9670917341686385,0.8100626932453477,0.5960766960327966,0.0,0.0,0.5960766960327966,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,33,1195804508,5.189000844955444,0.07606060360802223,0.7641508676553295,0.1950947177307971,0.9628562630893078,0.7903417774951604,0.5954067700699193,0.0,0.0,0.5954067700699193,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,34,1359219260,4.156000137329102,0.05920595528143241,0.8192226248403144,0.16769866905433098,0.9661060939541924,0.8278030554182939,0.5559075289658164,0.0,0.0,0.5559075289658164,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,35,631998362,4.322098016738892,0.07350251129532535,0.871825229305069,0.20161272803064584,0.95610245889128,0.7646465864904907,0.39719531897223803,0.0,0.0,0.39719531897223803,9.0,15.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,36,1934272762,4.761999607086182,0.06500552787829439,0.5647750421547442,0.18997474392265812,0.9493599598342012,0.7959661878419447,0.4754208938103951,0.0,0.0,0.4754208938103951,11.0,13.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,37,1139304855,4.425001621246338,0.056198204625705524,0.6164215258894319,0.14759876716762832,0.9367426122046989,0.8206748054539923,0.4750055967097038,0.0,0.0,0.4750055967097038,11.0,13.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,38,1377426521,5.114000558853149,0.06643119468186956,0.8715994637586086,0.22396786883217448,0.9656178562875245,0.7821520810401457,0.4361689808540528,0.0,0.0,0.4361689808540528,10.0,14.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,39,133355962,4.605177640914917,0.07911407181497437,0.8098827932090128,0.13589923673187904,0.9669304563065997,0.8531284094729734,0.5963258344060522,0.0,0.0,0.5963258344060522,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,40,659406767,5.184001684188843,0.07229316291987957,0.7609896521846832,0.16505221929427982,0.9583185395317938,0.822348668252438,0.6329479842246541,0.0,0.0,0.6329479842246541,15.0,9.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,41,201255546,4.580000877380371,0.07111239872120845,0.7882089913070311,0.13149196773457503,0.9611650692086785,0.8458783488844189,0.5941210865137048,0.0,0.0,0.5941210865137048,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,42,498351581,4.889096736907959,0.05612434044954539,0.8069930319836754,0.1588385899721384,0.9631383319441834,0.8168599870547459,0.5159553284505294,0.0,0.0,0.5159553284505294,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,43,1029523876,4.233429670333862,0.05632549933911859,0.7199675605901177,0.16958958019009013,0.9542328129046938,0.8073986437213825,0.5153135465996139,0.0,0.0,0.5153135465996139,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,44,720082184,4.918999910354614,0.0707098774658053,0.7558259300149277,0.2790470539247975,0.9447988710886751,0.6842195603600402,0.5940042370771184,0.0,0.0,0.5940042370771184,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,45,925242917,4.952999591827393,0.05971973665032183,0.7386766792657486,0.18735781500243318,0.9464179713459253,0.7826443952840322,0.4749975491379061,0.0,0.0,0.4749975491379061,11.0,13.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,46,952469479,4.81409764289856,0.0771765390605286,0.8317016762758683,0.27047678908167005,0.9423650568648028,0.696504435047496,0.4761592608519634,0.0,0.0,0.4761592608519634,11.0,13.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,47,1750347194,4.082000255584717,0.06658231893270775,0.743543519927075,0.20288361952134223,0.9583492106479258,0.7605125176873693,0.47741987085369414,0.0,0.0,0.47741987085369414,11.0,13.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,48,246647841,5.1539998054504395,0.05661876869986713,0.6986681120474536,0.14152863452856115,0.9538508046420336,0.8387474392083831,0.514303120055887,0.0,0.0,0.514303120055887,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,49,491653253,4.603002309799194,0.06555945495673651,0.5877578126123932,0.1368584464492716,0.9553774881836691,0.8522921844521837,0.5143871630284367,0.0,0.0,0.5143871630284367,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,50,1121720901,4.167001247406006,0.05569942928764661,0.6902223566425083,0.1568083583296169,0.9532711592202117,0.8353285838915037,0.6340203049461496,0.0,0.0,0.6340203049461496,15.0,9.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,51,789227114,4.281099081039429,0.07717505581025781,0.6272536243684415,0.14464314604588907,0.9541605811128839,0.8344604980033575,0.5150276626437046,0.0,0.0,0.5150276626437046,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,52,989475898,5.268000364303589,0.05113198617481768,0.752393191004908,0.18096143012468738,0.9674954482139755,0.8044147703952745,0.595003172688028,0.0,0.0,0.595003172688028,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,53,753262276,4.7220001220703125,0.06173432399055024,0.6136818741668439,0.16739468221199363,0.9618279203259202,0.8203314825664235,0.5165175767759003,0.0,0.0,0.5165175767759003,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,54,1899116481,4.6310999393463135,0.07610866850484438,0.7747479715381823,0.13403537453201994,0.9634327649594736,0.8533956089628861,0.3969193855141014,0.0,0.0,0.3969193855141014,9.0,15.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,55,889914664,4.574604749679565,0.06440638049012669,0.6030164502019447,0.2723664155888934,0.9566099502615399,0.7222243876605952,0.5556919957709561,0.0,0.0,0.5556919957709561,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,56,1494169291,4.6740007400512695,0.0678756985387947,0.8515212469338226,0.13218956054760833,0.9596600490699941,0.8452520293645691,0.5944813782294217,0.0,0.0,0.5944813782294217,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,57,333409380,4.3290016651153564,0.06664356546264001,0.8095088328485426,0.16035979874600415,0.9590107619120515,0.81565019566456,0.595122728494397,0.0,0.0,0.595122728494397,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,58,1611304888,4.793999910354614,0.055526920778223146,0.6233351893416785,0.120208573177778,0.9571005030711303,0.8610506195510556,0.5941991138674882,0.0,0.0,0.5941991138674882,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,59,179896050,4.593098878860474,0.06318948391215595,0.7368904805657968,0.11282506133558635,0.9483464814523159,0.8633573954811223,0.43546904291595107,0.0,0.0,0.43546904291595107,10.0,14.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,60,819442457,4.587001085281372,0.06589159746251753,0.780656756526517,0.15021840379725293,0.9481954173682613,0.8162178219764664,0.5149876659000557,0.0,0.0,0.5149876659000557,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,61,922351132,5.081000566482544,0.06101988647768151,0.8312829756926723,0.16589502571060494,0.948828929874256,0.7934199542705014,0.6344938090046641,0.0,0.0,0.6344938090046641,15.0,9.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,62,1103622201,5.335096836090088,0.05373837274928909,0.676390403230048,0.10886402993969742,0.9597391032786241,0.8697580139443565,0.43687945675464507,0.0,0.0,0.43687945675464507,10.0,14.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,63,1680835334,4.550581455230713,0.07927093083034976,0.7602538479510709,0.18223686134850228,0.9660713565013368,0.8186513062769974,0.5965472087375394,0.0,0.0,0.5965472087375394,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,64,703685765,4.439582824707031,0.053096420118318714,0.6373983420049265,0.16846256370162266,0.9503672776246342,0.8031811111355267,0.4758238186828811,0.0,0.0,0.4758238186828811,11.0,13.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,65,471558427,4.937999963760376,0.06759840972638989,0.7500113705133461,0.25425214076890323,0.9652524135467715,0.7276986565045251,0.39696141663731266,0.0,0.0,0.39696141663731266,9.0,15.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,66,2061141639,5.278000116348267,0.07906870490197192,0.8242199703378174,0.1600457505726101,0.9657759447489583,0.8256836687704628,0.5166071009203823,0.0,0.0,0.5166071009203823,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,67,1600341612,5.162999391555786,0.07070261736728307,0.6038206700842559,0.16108676375837155,0.9523253113667347,0.8251604852558201,0.5956651837154303,0.0,0.0,0.5956651837154303,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,68,799577490,4.295579671859741,0.07595558920064555,0.6789637880269287,0.20007064040705194,0.9361013911772185,0.7747716607758097,0.43573452440241583,0.0,0.0,0.43573452440241583,10.0,14.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,69,892925292,4.00600004196167,0.07540162219453636,0.6750204576588065,0.18250863933894074,0.9703329073953794,0.8079553337884193,0.596575000760588,0.0,0.0,0.596575000760588,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,70,1023191363,4.0670013427734375,0.06795247164783765,0.6757264812393494,0.16654130299915124,0.9429844121798849,0.8065899385624317,0.5524794955757951,0.0,0.0,0.5524794955757951,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,71,1959497292,4.031000852584839,0.052555021950362886,0.5293992008251074,0.13093891725222542,0.9445046946778614,0.8446614025044912,0.5155637334516974,0.0,0.0,0.5155637334516974,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,72,1199631565,4.2535834312438965,0.06270642566662335,0.6291741987569439,0.2294000829759309,0.9687427103088573,0.7661138963680908,0.5572958420458324,0.0,0.0,0.5572958420458324,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,73,2031163919,3.9850010871887207,0.054439934971211315,0.7002939253246823,0.21265894656886328,0.967612280486103,0.7719876071879465,0.5163894436342591,0.0,0.0,0.5163894436342591,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,74,943663755,3.9670002460479736,0.05471885535523098,0.6257732888440252,0.13849490290719346,0.9669019256021701,0.8408482052714222,0.5169543119346751,0.0,0.0,0.5169543119346751,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,75,13760883,4.028999090194702,0.07822201707431838,0.6676699604617282,0.17346205334849632,0.956311112033516,0.7998752942161732,0.5151764042697444,0.0,0.0,0.5151764042697444,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,76,2022679528,4.307582855224609,0.0701834500329946,0.708751165084849,0.16214263583501054,0.9513607996535977,0.816017731261434,0.3961379560876614,0.0,0.0,0.3961379560876614,9.0,15.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,77,351049798,4.042999982833862,0.05408563706576206,0.7818412921460904,0.18922510343364646,0.9675047967268722,0.7933072138598917,0.596749379366398,0.0,0.0,0.596749379366398,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,78,951235112,4.450999975204468,0.0763110108473041,0.874164842866291,0.1759483772965752,0.9438497068412995,0.7917260909525484,0.4347557716666122,0.0,0.0,0.4347557716666122,10.0,14.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,79,461751968,4.258001089096069,0.0648666913477254,0.7501059861410144,0.13480969025301703,0.9636322622279239,0.8414271160761131,0.5551756039532699,0.0,0.0,0.5551756039532699,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,80,286977028,4.825582981109619,0.0589186588372171,0.7594108008473599,0.13951858286863264,0.9633875756982223,0.8395471671069391,0.5964480424866334,0.0,0.0,0.5964480424866334,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,81,825563396,5.249000310897827,0.06329216534031751,0.5950299252067379,0.16125251802312193,0.933119055889986,0.8145510715113667,0.47443059096958207,0.0,0.0,0.47443059096958207,11.0,13.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,82,1207491478,4.839000940322876,0.06451533390563559,0.7823367288006957,0.19465038980631197,0.9506079999248481,0.7917953890545139,0.3570323134427935,0.0,0.0,0.3570323134427935,8.0,16.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,83,1887593297,4.054000616073608,0.0525883619763241,0.6047589916180561,0.13414910328112842,0.9595726587655242,0.8435762427397256,0.5550249055022126,0.0,0.0,0.5550249055022126,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,84,1687565753,4.011581897735596,0.06295990031941369,0.7270850620117482,0.12645272836502064,0.9583379322826634,0.8456580736800607,0.5138129508284344,0.0,0.0,0.5138129508284344,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,85,1857153899,4.062000274658203,0.06394361869489544,0.7007816882789186,0.135619586810254,0.9642674341392656,0.8560534751722122,0.4756142842002348,0.0,0.0,0.4756142842002348,11.0,13.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,86,1785118040,3.973001480102539,0.05412158815136477,0.6649799051216466,0.24599022514874377,0.9310499403917311,0.7458198562317727,0.3551095162256697,0.0,0.0,0.3551095162256697,8.0,16.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,87,920764929,4.016000270843506,0.06268599750877661,0.7821497711077277,0.1588857359292628,0.9575165437615781,0.818086799495078,0.594318833177288,0.0,0.0,0.594318833177288,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,88,2085369097,4.724581003189087,0.07122057683823324,0.7650099342786743,0.22152965699197427,0.938880615526825,0.7393184170377362,0.4355826437463935,0.0,0.0,0.4355826437463935,10.0,14.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,89,1023865529,5.122000217437744,0.05129958044956484,0.7318623162029894,0.13621959244478654,0.9271700345324037,0.8149360203418516,0.3556566900831909,0.0,0.0,0.3556566900831909,8.0,16.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,90,323249829,5.4350011348724365,0.07021699571467564,0.7370731366824137,0.1395205022150895,0.9686280656394652,0.8401070562415933,0.5944634274359248,0.0,0.0,0.5944634274359248,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,91,1162709835,4.1510009765625,0.07699751190620632,0.7266433754084839,0.1442988044933483,0.9437461065863002,0.8293720326346026,0.3559891465683244,0.0,0.0,0.3559891465683244,8.0,16.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,92,183568229,4.043589353561401,0.052600756223157595,0.7381239713677106,0.13343450597420786,0.9577211918209214,0.852581306173129,0.5548206357803067,0.0,0.0,0.5548206357803067,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,93,1765374533,4.481000900268555,0.05880907253335316,0.6259700821541234,0.16668525241162313,0.927725172844863,0.8139253818317974,0.5139199872215444,0.0,0.0,0.5139199872215444,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,94,1201670959,4.240001201629639,0.07856842713214779,0.6455926098154489,0.17044196777038853,0.9568422654694928,0.8073897491792859,0.3575834968722696,0.0,0.0,0.3575834968722696,8.0,16.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,95,694228052,4.4450013637542725,0.07761302394525699,0.802263833153261,0.15400744510797704,0.9452588833817228,0.8024223672590205,0.5556456656026504,0.0,0.0,0.5556456656026504,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,96,1925151992,4.797051191329956,0.05380763895128898,0.5694687472041049,0.16630032897459857,0.9627791359249273,0.8130193408791958,0.4375923578146239,0.0,0.0,0.4375923578146239,10.0,14.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,97,1338054194,5.319000720977783,0.07430871696199946,0.8392120045437005,0.1421920177604,0.9513589727719309,0.82993878589676,0.43573464495371006,0.0,0.0,0.43573464495371006,10.0,14.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,98,76542804,4.641001224517822,0.06433219661845971,0.6203193342858292,0.20035241078477417,0.9508792913730697,0.7802574790149382,0.5157060815653793,0.0,0.0,0.5157060815653793,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,99,382228820,3.9590003490448,0.05220791586473308,0.6437090038232125,0.18172337443396225,0.9522071601052882,0.7900221318804374,0.43593064713059476,0.0,0.0,0.43593064713059476,10.0,14.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,100,789351915,4.092487096786499,0.056569895066527896,0.806941175985267,0.1982885446281436,0.9608016541988255,0.787413633064617,0.5144344710116525,0.0,0.0,0.5144344710116525,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,101,962032824,3.9110004901885986,0.0603476914294409,0.5097027231826865,0.1632298051933048,0.9283375981417586,0.811849021465842,0.3557148695978477,0.0,0.0,0.3557148695978477,8.0,16.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,102,469333467,4.0490007400512695,0.052949762548535534,0.8432704881979469,0.17377706712377683,0.9472368335315063,0.7891370161304867,0.5549120952224377,0.0,0.0,0.5549120952224377,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,103,272340782,3.8860020637512207,0.06874241524144159,0.6503177588701661,0.1772681639533328,0.9512996211454035,0.7931986938622617,0.35645738542481714,0.0,0.0,0.35645738542481714,8.0,16.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,104,1754012572,4.980085134506226,0.05604266763357332,0.8557596516275545,0.2456673075711274,0.9626075785486323,0.7342914577404193,0.5558922703789729,0.0,0.0,0.5558922703789729,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,105,1606049022,4.504001140594482,0.057538950725028876,0.8322339565339307,0.19460109592609182,0.9603727921167833,0.7991786669208283,0.5563273695583258,0.0,0.0,0.5563273695583258,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,106,1477203779,4.761001110076904,0.0616555880675518,0.8661893970117531,0.1727850583631277,0.9410218140298862,0.7868294642175152,0.4736407059529597,0.0,0.0,0.4736407059529597,11.0,13.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,107,2047885693,4.7170021533966064,0.06912616246419603,0.6202213506851466,0.123553180249099,0.9498508607820563,0.846669115709251,0.35633943103406024,0.0,0.0,0.35633943103406024,8.0,16.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,108,1457516219,4.946000337600708,0.06784776559508263,0.5885997574727727,0.17242907113547182,0.9556145116219862,0.7979408881775529,0.5547439047167146,0.0,0.0,0.5547439047167146,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,109,975246186,4.433001518249512,0.055753799389035893,0.885922698181044,0.2998300693469642,0.9648553624495908,0.6723737723962793,0.5965852177128095,0.0,0.0,0.5965852177128095,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,110,1634255741,4.62899923324585,0.06210183994637409,0.8350224074127434,0.19774272800110512,0.9518824893191458,0.7909955798216121,0.5955654243616069,0.0,0.0,0.5955654243616069,14.0,10.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,111,708899878,4.35300087928772,0.05168151001466008,0.8018200034289413,0.21703843567853728,0.932866079677018,0.7444784811543557,0.3559828067500066,0.0,0.0,0.3559828067500066,8.0,16.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,112,831323720,4.162001848220825,0.06325024339929809,0.8224998128920263,0.19098586943467794,0.9589002418289904,0.802017115337422,0.5160239912504503,0.0,0.0,0.5160239912504503,12.0,12.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,113,1671060471,4.420001268386841,0.0807263354085616,0.7896105185939161,0.19977928792268204,0.9568365625817815,0.7696102297325308,0.5558450252786379,0.0,0.0,0.5558450252786379,13.0,11.0
Status quo (no rapid test),0.0,1.0,0.0,1.0,0.0,1.0,114,1024926389,4.400000333786011,0.06107195131049308,0.7598990717657996,0.16148679907522856,0.9537726013293107,0.8137924634976633,0.51498477800712,0.0,0.0,0.51498477800712,12.0,12.0
